@relation imdb-sentiment-2011-weka.filters.unsupervised.instance.Resample-S1-Z50.0-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement-V-weka.filters.unsupervised.instance.Resample-S1-Z10.0-no-replacement

@attribute Text string
@attribute class-att {pos,neg}

@data
'This film started off really tense when a poor young boy is set upon by a pack of savage dogs. After a tense chase he is saved by said grandpa with magic whip.<br /><br />We are then introduced to a string of annoying house mates including one tart who is always half dressed. During this stage the film heightens tension with strange plinky plinky background noises that had me on the edge of my seat.<br /><br />I stopped paying attention for a while but when I looked back on the screen there where weird creature type things going around grunting and killing. One word of advice if you are ever trapped in your home by some nutter - get some cardboard boxes and a tray.<br /><br />Although we did skip half the film because it was totally non interesting or memorable we are now at the stunning conclusion the last surviving creature thing fights a Whip Duel with grandpa and his magic whip. I wont say what happens here but I can say the whip battle is full of tension with aerial fights split level fights and all manner of drama.<br /><br />I am now going to shove this film through the door of a neighbour i dont like.',neg
'Its exactly what I expected from it. Relaxing humorous and entertaining. The acting couple was awesome as well as the scene selection. I personally recommend this. Its kind of the movie that can be seen by whole family at the same time without anyone feeling uncomfortable or getting bored. This cute movie will make you smile and laugh too. And the action scenes are tasty. Classics of modern american comedy. And very well done.',pos
'This move was on TV last night. I guess as a time filler because it sucked bad! The movie is just an excuse to show some tits and ass at the start and somewhere about half way. (Not bad tits and ass though). But the story is too ridiculous for words. The wolf if that is what you can call it is hardly shown fully save his teeth. When it is fully in view you can clearly see they had some interns working on the CGI because the wolf runs like hes running in a treadmill and the CGI fur looks like its been waxed all shiny :)<br /><br />The movie is full of gore and blood and you can easily spot who is going to get killed/slashed/eaten next. Even if you like these kind of splatter movies you will be disappointed they didnt do a good job at it.<br /><br />Dont even get me started on the actors... Very corny lines and the girls scream at everything about every 5 seconds. But then again if someone asked me to do bad acting just to give me a few bucks then hey where do I sign up?<br /><br />Overall boring and laughable horror.',neg
'SPOILER ALERT!!!!<br /><br />I dont go into high tech movies expecting them to be 100\% accurate on all things computer related. But somehow even the average I have a computer user is supposed to believe that:<br /><br />1) A computer professional with a top secret special data<br /><br />2) is going to keep the primary copy of said data on a 1.44 floppy<br /><br />3) and make absolutely NO BACKUP of this special secret data<br /><br />Even high school students back up their homework for goodness sake.<br /><br />Also this is the worst represntation of a computer nerd ever. Even though she is super cute we are supposed to believe that she has no friends neighbors extended family or coworkers who can identify her. Even the unabomber had a family that could turn him in.<br /><br />END SPOILER<br /><br />These arent just minor mistakes that had no bearing on the movie - These are the major plot points that fueled the storyline. The characterization was awful the plot wholly unbeleivable and if you havent seen this dont bother.',neg
'I really like Richard Gere...I always have and it seems as of late that his status as a Hollywood star and money maker has slipped but it would appear to me that the reason is that he is taking very mature intense roles and has been very successful at it just not financially because I have seen him in some truly great gems as of late including The Hoax The Hunting Party (both must see films! See my reviews) and now this The Flock which apparently was meant to be a big release considering its substantial 35 million + budget. It seems that some of the other IMDb reviews are very very harsh because I thought the film dealt with a potentially very serious social issue in a very direct violent and disturbing way and Gere just brings it all home. Its an action thriller drama that kept my glued to the Television with its story. I think part of the problem that people seem to have with it is that it Hollywood-izes a very serious issue but I dont think it does it with disrespect but rather tries to take a different spin to make people aware that this exists. In fact its much the same way that The Hunting Party dealt with war. Hong Kong director Wai-keung Lau did a decent job holding it together but I think the cast is what made it watchable.<br /><br />Richard Gere as you may have guessed from my previous comments is brilliant as a social worker of sorts Erroll Babbage who has kind of created his own style and laws when it comes to keeping track of his Flock who are registered violent sex offenders. He holds no punches in tracking these people following them and making absolutely sure they dont re-offend and if they do hell be the one to identify and stop them any way he can. Gere is so intense and looks drained from this job and hes become violent and angry at watching these monsters loose on the street. He is just fantastic. Claire Danes is also terrific as Babbages new partner and his replacement who he has to train to do his job. Danes character is far more typical social worker and is a little taken aback by Babbages style and methods but slowly realizes what he is trying to accomplish and go up against. The two of them are brilliant together and have terrific chemistry with such vastly different characters. KaDee Strickland plays a disturbed registered offender who appears to be torn from the headlines as she plays a character very reminiscent of Karla Homolka (Paul Bernardos wife who is now out) for those of you who follow Canadian serial killers. Her character goes a little over the top but she is convincing and horrifying all at once. Russell Sams has a small role as Stricklands new boyfriend and he would have been better probably given a bigger role. Ray Wise who is a terrific character actor (check him out in Dead End as well as the amazing turn as Satan himself in the WB show Reaper) and he gets a small but good role as the head of the Public Safety department and Babbages boss.<br /><br />The movie isnt perfect despite the terrific performances of its lead cast. It takes liberties by really trying to make the film more entertainment than educational but its just a different angle not unlike the Nicholas Cage dud 8MM. The Flock takes you into the underbelly of the sex trade kidnapping human trafficking and more and is just really something to watch. Perhaps it wasnt directed or written as well as it could have been but I am telling you that Danes and Gere together make this movie completely watchable and a really great thriller. Its disturbing but also something that isnt very complex and yet Geres character in many ways is intensely complex with many layers and also opens social stigma and makes you contemplate about vigilantism in many ways when you see the people Gere deals with. I encourage you all to ignore poor reviews and see it for yourself because its worth checking out!! 8.5/10',pos
'Its great to see Jorja Fox in a role where she gets to smile a lot. Also loved hearing her sing. Nice change to see her out of her CSI/West Wing/ER roles. The movie itself was entertaining but it seemed skip some explanation in a lot of parts. Several of the characters seemed to be miserable one minute and happy the next and it was left up to your imagination to figure out why. Each character was quirky though and in some cases I couldnt wait to see what they would do next or hear what they would say next. This movie wasnt full of squeaky clean people but rather complicated realistic people who could make mistakes feel bad about them and then find a way to fix them.',pos
'Veteran director and producer Allan Dwan whose huge string of films includes both the utterly forgettable and the recurrently shown (for example John Wayne in Sands of Iwo Jima) tried his hand at a big musical with I Dream of Jeanie. Harnessing a lead cast of singers with little past film experience and as it turned out virtually no future he spun a fictional and in no small part offensive story about the great American songwriter Stephen Foster.<br /><br />Bill Shirley is the young lovestruck Foster whose kindness to slaves includes giving the money saved for an engagement ring to pay the hospital cost for an injured little black boy. His intended is Inez McDowell (Muriel Lawrence) whose pesky younger sister Jeanie (Eileen Christy) is slowly realizing shes in love with the nearly impecunious song-smith. Foster is in love with Inez who is revolted by the composers Number 1 on the Levee Hit Parade Tune O Susannah. Enter minstrel Edwin P.Christy (Ray Middleton) to help launch the profit-making phase of Fosters career.<br /><br />This is by the musical-film standards of the early Fifties a big production. The sets are lavish in that special Hollywood way that portrayed fakes with all the trimmings. The singers arent half bad and the Foster songs are almost impossible to ruin.<br /><br />But this is also a literal whitewash of the antebellum South. The biggest number features black-face for all on stage an historical anomaly and a contemporary piece of unthinking racism. Were these portrayals of blacks anywhere near reality the abolitionists would be rightly condemned for interfering with so beneficent an institution.<br /><br />I Dream of Jeanie apparently sank into the studios vault with barely a death whisper. Now revived by Alpha Video for a mere $4.99 its a period piece with charming songs and repulsive sentimentalizing about the victims of Americas great crime slavery.<br /><br />This was what Hollywood was putting out two years before Brown v. Board of Education. Must have warmed the hearts of some moviegoers who wore their bed linen to the theater.',neg
'Theres an underlying current in all the positive reviews of this movie - its just a brainless comedy dont take it seriously. Chillax dude!!! Well thats one point of view. The other would be - why are we accepting exactly the same script the same formula and the same unfunny people in all these comedies.<br /><br />What you get is a slacker who through some totally unreal circumstances has to change his life (always a he) overcome a set of circumstances which would only pose a problem to a raccoon or a teenager beat the equally stupid bad guy who is trying to steal the gal he met two days earlier and triumph by remaining a slacker but with more money/self-esteem. On the way somebody does something gross but very illogical. This means you the viewer can call someone after the movie and say something like you wont believe it maaann. This guy finds the otter drowned in the bucket of diarrhoea the other guy left after he ate laxative brownies. Then he shines his shoes with it. Hilarious.<br /><br />Most of the usual names turn up. David Spade and Rob Schneider do unfunny shtick but theyre crrrazzeee characters - a Russian and Im holding my sides a waiter in a vegan restaurant. Adam Sandler the king of the brainless unfunny illogical comedy co-produces and some talentless nobody called Dante shows up yet again. The US will have to explain to the rest of the world what this guy Dante is famous for cos we are clueless. Allen Covert plays a 36 year old which got the biggest laugh of the night from me. He was 42 and looked years older.<br /><br />Did I laugh? Yes but no more than I would at a TV sit-com and I dont have to pay a penny to watch them. Please stop making these movies.',neg
'This was terrible mean-spirited and full of the worst clichés and racial stereotypes Ive seen in a looong time. Seeing Hayden P trying to act ghetto was painful (hi one pant leg up on yer sweats and some braids Downst make you down with the homies). Solange Knowles pretty much grimaces through the entire movie. Most of the set sequences look like they were filmed in cardboard boxes...what was up with the finale??? And poor Rihanna was just plain exploited to get people to watch her act which she cant.<br /><br />Put simply this film Downst even deserve one star. Please put this tired franchise to rest. Or at least make the next one Bring It On IV: Cheerleaders vs. Freddy & Jason.',neg
'This film which I rented under the title Black Voodoo should be avoided. I was expecting a blaxploitation/horror flick; but what I got was a very dull standard ghost extracts vegence. In this case the ghost was that of a religious cult leader who tried to refuse treatment but whos plea was ignored and he died in an operation. The result: his spirit posesses Nurse Sherry and forces her to commit acts of murder. The only voodoo connection was to one of the three black characters in this case a blinded ex-football player whos mom practiced voodoo. The film is very slow and very dull. There is a very standard ending that provides on excitement followed by a horrificly stupid ending (warning: SPOILER)<br /><br />In which a woman actually manages to defend herself against murder charges by saying she was possessed. This movie is slow and bad in a non-funny just stupefying way. Avoid it at all costs.',neg
'This really doesnt match up to Castle of Cagliostro. Lupin isnt as funny or wacky or as hyperactive. The scenery and music are uninspired and plot just isnt interesting. <br /><br />The only good thing about this un is the nudity (only in the uncut version) provided by Fujiko. It helped spice up some of the tedious scenes. CoC had a formidable villain and set up the movie for some imaginative set-pieces. The locations in TSoTG are not very vivid or engaging. <br /><br />Zenigata Goemon and Jigen dont even provide decent sideshow entertainment this time. Its like they were just filling a contractual obligation by appearing. <br /><br />The DVD is in full-frame with Dolby Stereo sound. It has a decent amount of extras including quite a few trailers. But one curious thing. There is no chapter selection on the disc or timecode displayed on the player once inserted. Though you can still skip to the next scene number using the remote.',neg
'This movie was a fascinating look at creole culture and society that few African Americans are aware. My own two children are by products of a paternal grandmother whose father was a member of the gens de couleur libre and a black skin woman whose parents were ex-slaves. He married outside of and against his culture and was cut off from all of his family except for one sister who took pity on her brothers plight; raising 8 children during the great depression of 1929; providing the family with food whenever she could. Of course she clandestinely aided this family fearing for her own ex-communication. My daughter was fascinated by the movie. We have made it a part of our library.',pos
'Hayao Miyazaki has captured the imagination of audiences young and old across the globe and his most recent cinematic work of art is Ponyo a childrens fairytale borrowing on story elements from The Little Mermaid. Of course like other Miyazaki classics such as Spirited Away and his last film Howls Moving Castle Ponyo is full of a creativity that can only be truly appreciated by adults but this it is distinctly more a childrens story than those recent efforts. Its a magical story best described as beautiful and lovable aiming for charm instead of conflict.<br /><br />Ponyo is the story of a bug-eyed childish-looking fish of the same name the daughter of an undersea sorcerer who longs to escape the sea and become a little girl. When she does she quickly befriends a young boy named Sosuke. In the process she gains a strong magic and unknowingly throws the world out of balance between land and sea and a giant storm drowns most of the cliff-top town where Sosuke lives with his mother and it threatens to end the world.<br /><br />Like Howls Moving Castle Walt Disney picked up Ponyo for an American release and dubbed it over with an impressive selection of Western voices even choosing homegrown products in the youngest siblings of Disney band the Jonas Brothers (Frankie Jonas) and Miley Cyrus (younger sister Noah) to voice Sosuke and Ponyo respectively. Also voicing characters are Liam Neeson (Fujimoto Ponyos father) Tina Fey (Lisa Sosukes mother) Matt Damon (Sosukes father) Cate Blanchett (Ponyos sea goddess mother) and a trio of hilarious elderly women are played by Betty White Cloris Leachman and Lily Tomlin. The effort is definitely there to make this film appeal to American audiences and Disney is getting close.<br /><br />But voices are of little significance in a Miyazaki film which is all about visual creativity. A fan of transformations and animating liquid and fluid motion creating a fairytale taking place partly underwater mustve been a joy for Miyazaki to work with and maybe even his entire motivation for choosing this story. Among the highlights are droplets of water that Fujimoto sends after Ponyo that move like living waves as well as a variety of other magnificent sea creatures and breathtaking storm scenes make Ponyo as awing as any other Miyazaki film.<br /><br />As a childrens story however Ponyo concentrates its efforts on being adorable. The discovery of true friendship and love between Sosuke and Ponyo is heart-warming even if Noah Cyrus shouting childishly when Ponyo excitedly embraces human life can get a bit annoying. But as delightful as many of the imaginative elements and loving relationships are theres very little antagonism or danger. Past Miyazaki films have clear villains but the conflict in Ponyo actually shrinks as the story goes along. Sosuke believes hes lost his mother at one point and in the background is the idea of the world going out of whack and that humans should be ashamed of polluting the sea but Ponyo is mostly tension free. Most glaringly its climax is uneventful despite how overall likable all the characters are.<br /><br />Ponyo will surely satisfy Miyazakis fans in every way with its imagination and newcomers will still be smitten by his simple yet visually ambitious storytelling but this is distinctly more of a childrens movie best for families and others who love fantasy regardless of its form or target audience. Its not quite what youd expect from Miyazaki considering his recent work but its sure to be remembered as another of his beloved stories. ~Steven C<br /><br />Visit my site at http://moviemusereviews.blogspot.com',pos
'It was on a day in 1891 when Scottish inventor William K.L. Dickson surprised his boss Thomas Alva Edison with his remarkable work in the development of motion pictures. After many experiments Dickson was now able to capture scenes of real life with his camera and reproduce them through his invention the Kinetoscope as if a fragment of time were preserved in celluloid. Soon Dicksons Kinetoscope would become an enormous success as a new way of entertainment with many people eager to pay the nickel that was charged to be able to watch people dancing or acrobats performing stunts through the peepshow of the Kinetoscope. However the invention wasnt complete in order for it to capture on film the real life as we know it sound was needed on the movies. So Dickson kept experimenting and this short experiment Kinetophones first film was the result.<br /><br />In this experiment codenamed simply as Dickson Experimental Sound Film director William K.L. Dickson stands in front of a recording cone for a wax cylinder (earliest method of recording sound) with his violin on hands playing a song named Song of the Cabin Boy. The idea was to record the song into the cylinder at the same time that the camera was recording his movements. In order to show that this was a motion picture two of Edisons Black Maria laboratory decided to do a little dance in front of the camera. Unlike what author Vito Russo claimed in his book The Celluloid Closet this little dance had nothing to do with homosexuality as it obviously is a reference to the environment of loneliness of the lab akin to the lonely sailors to whom the Song of the Cabin Boy was dedicated to (the title Russo suggests The Gay Brothers is actually anachronistic as gay had no homosexual connotation in the late 1890s).<br /><br />Sadly Dickson was unable to achieve the desired effect and the Kinetophone never could really produce the synchronized audio with images. While he had the cylinder with the sound and the celluloid with the images the synchronization of the two elements was not exactly effective and the sudden appearance of Auguste and Louis Lumières Cinématographe prompted Edisons team to focus on projecting systems and eventually Dickson left the company. Fortunately in 1998 Dicksons cylinder with the movies sound was rebuilt and film editor Walter Murch made a restoration of the experiment as it was intended. Finally Dickson Experimental Sound Film could be heard with synchronized sound just as its creative inventor had intended. While it was not a successful attempt this outstanding film is a testament of the enormous genius of the father of Kinetoscope. 8/10',pos
'This unsung quiet gem tells the true story of a POW escape during WW II. The performances are incredible especially Anthony Steele. The movie works on many different levels: cerebral emotional visual and literal. The dialogue is ingenious and rings very true. In fact an unusual all-around authenticity puts this one head-and-shoulders above most war epics.',pos
'Bloody marvelous. Recommended by a friend who knew I liked Thomas Kretschmann in The Pianist and Downfall. I loved the flow of the narrative - how the characters moved from hope and ideals of valour through shock fear disintegration desperation and utter annihilation. A first rate anti-war movie that must have created quite the stir in Germany. Not a proud moment for anyone and the study of a generation lost. This movie was excellent at conveying the remove of the command from the ground troops and in pounding the utter futility of trying to control untamed nature and the Russian psyche. If I didnt know I would have thought it was a Russian movie it was so fatalistic. What an uncompromising ending. A pieta.',pos
'Valeria an elegant and pretty young lady lives in a world surrounded by the walls of her shyness and depression. Although she may have a one-night lover or if someone lives with her it makes no difference of being completely alone. Valeria is also a passionate woman who can take actions to approach that special man Massimo and at the same time the fear that allows her to answer his questions only with a yes no or I dont know. The way to accent the loneliness of the character is magnificent. An example would be the distance of both Massimo and Valeria taking a coffee in the same room separated by subtle divisions and not seeing each other. I could mention several sequences however it is better to see the movie. It is impressive to watch that not a single detail is out of control by the director. Although all actions are performed in slow movements no shouts are necessary not special effects but only great acting and a touching well written story. I loved it.',pos
'I took a chance on Hardcastle and McCormick by purchasing the first seasons worth (Canadian release) from Amazon. When I got it I started with the pilot and I was instantly hooked after that. I rated it 5 stars on Amazon and I am rating it 10 stars here. It is just that good. What I liked about it were the opening and closing themes and of course Stephen J. Cannells logo at the end of each episode but most of all the relationship between the Judge and Mark as they worked together to crack each case. I was so hooked that I also purchased the second season as a companion and I enjoyed it equally. If you do not have this excellent series on disc I believe that you should purchase it and put it in your collection.',pos
'This is absolutely the worst trash I have ever seen. When I saw it in the theater (arghhh!) it took 15 full minutes before I realized that what I was seeing was the feature not a sick joke!',neg
'Some moron who read or saw some reference to angels coming to Earth decided to disregard what hed heard about the offspring of humans and angels being larger than normal humans. Reinventing them as mythical giants that were 40 feet tall is beyond ridiculous. There was some historical references to housing and furniture in parts of the world that were much larger than would be needed for standard humans. These were supposedly built on a scale that would lend itself to a 10 to 14 foot human somewhat supporting the David and Goliath tale from the bible. There is no mention in any historical references to buildings or artifacts that would support the idea of a 40 foot tall being. If I was rating this movie on my own scale it would have been a negative value instead of a one...',neg
'Cinderella In my opinion greatest love story ever told i loved it as a kid and i love it now a wonderful Disney masterpiece this is 1 of my favorite movies i love Disney. i could rave on and on about Cinderella and Disney all day but i wont i ll give you a brief outline of the story. When a young girls father dies she has to live with her evil step mother and her equally ugly and nasty step sisters Drusilla and Anastasia. Made to do remedial house chores all day poor Cinderella has only the little mice who scurry around the house and her dog Bruno as friends. When one day a letter is sent to her house telling all available women to attend a royal ball. Cinderellas evil step mother and step sisters try to prevent her attendance Cinderella finally gets her dream and wish and is able to attend her captive beauty  Genorisity and beautiful nature help her win her prince.',pos
'This film is just plain lovely. Its funny as hell and as old as the hills. The acting is superb and its fascinating seeing post-war Britain and how we used to behave in those days. This seems to have been some pre-runner to the St. Trinians films (given the Alastair Sim and Margaret Rutherford connection - theres also a very young George Cole in there who appeared in many St. Trinians films) but I dont myself understand the connection. It was shown on BBC4 recently after a biography of St. Trinians creator Ronald Searle however I missed enough of the biography to miss the connection with this film. Anyway a great film in its own right and something that should be preserved for all time!',pos
'Walter Matthau can always improve a mediocre film and this movie proves it. He turns in a very realistic performance as a small-time horse trainer and single father not sugar-coating either role.<br /><br />He can be by turns soft-hearted and doting then iron-handed to his boys and we can see the same dichotomy in his approach to horse training (we see that he doesnt want his young prospect racing horse overworked and hurt in small-time races but he seems to be willing to risk the horses life when he gets into the big time).<br /><br />This is just one of Matthaus wonderful performances and one that I highly recommend.',pos
'Boy-girl love affair/sequel with songs only this time shes the punkette and hes the straight arrow. Movie-buffs out there actually like this movie? It has fans? I must say the mind reels... Grease 2 is a truly lame enterprise that doesnt even have the courage moxy or sheer gall to take the memory of its predecessor down in flames (like Jaws 2 or Exorcist II). No it whimpers along in slow-motion and often just plays dead. It looks and feels cheap with a large cast lost amidst messy direction and unfocused handling. This was the first time a substantial audience got a glimpse of Michelle Pfeiffer and although she doesnt embarrass herself its a role worth forgetting. A misfire on the lowest of levels. NO STARS from ****',neg
'This is just a great fun lovely film. It captures the true essence of the decade and of the people and tells a beautiful love story of two sisters with two sailors. Though this film may only be in Black and White it definitely doesnt count against it now in modern days. The main basic purpose of the movie is timeless. This movie features great acting beautiful song and dance numbers and great design work and film shots. Follow the Fleet is also comical there are funny moments moments that will make you laugh but other moments where the acting just gets you so involved into the storyline. Its amazing how though this movie may be set in a certain decade how it can affect those today. If you want to see something great check this out.',pos
'honestly.. this show warms my heart i watch it EVERYDAY on fox family and now that the new season has started im even more hooked than before.. the characters are so well-developed and their relationships are so real.. i would recommend this show for any woman or mother and daughter.. the Loreleis are super fast talking witty girls that will truly inspire you and the show is hysterical at times and never too too serious but serious enough for it to be completely addicting.. its an hour long which is a major PLUS because you cant ever get enough Gilmore! even in one hour.. Emily and Richard Gilmore are KICKS (loralies parents Rorys grandparents) theyre youre average rich parents.. Emily president of the DAR and Richard a well known lawyer and Yale alumni st.. Rory is following in the footsteps of her grandparents and this could not make them any happier of course Rorys mother is so very proud of her but her whole life has worked on ultimately defying her parents and Rory going to Yale did not help her on that journey but believe me every episode she does get closer ;)',pos
'I had never seen this movie before it aired on a local cable sci-fi network. It reminded me of the Irwin Allen TV series of the late 60s (Time Tunnel etc). Excellent effects (they beat Star Trek 5 done 20 years later but then that wasnt very hard to accomplish).<br /><br />I found the script very intriguing and mature for this type of production. They would have needed a few touch ups to tie some loose ends on the characters level but for a kid movie its surprisingly interesting (especially the the glimpse at futuristic euro- politics surprisingly similar to todays European Union!)<br /><br />The plot is indeed reminiscent of Twilight Zone in general (as other users have pointed) but in this case its a compliment.<br /><br />Great sets by the way!<br /><br />7/10',pos
